ID,menuID,orderID,quantity,cost
22239,12,11119,1,6.4
22240,19,11120,2,5.24
22241,6,11121,2,5.68
22242,14,11121,1,5.75
22243,11,11121,2,5.77
22244,10,11122,1,5.1
22245,13,11122,2,6.64
22246,5,11123,1,5.19
22247,4,11124,1,6.15
22248,10,11125,1,5.1
22249,12,11126,2,6.4
22250,2,11126,2,4.79
22251,19,11126,1,5.24
22252,3,11127,1,5.42
22253,6,11128,2,5.68
22254,20,11128,1,7.14
22255,12,11129,1,6.4
22256,7,11129,1,6.72
22257,19,11129,2,5.24
22258,5,11130,1,5.19
22259,6,11130,1,5.68
22260,17,11130,1,6.13
22261,15,11131,1,7.23
22262,16,11132,1,5.15
22263,5,11132,1,5.19
22264,7,11132,2,6.72
22265,16,11133,1,5.15
22266,7,11133,2,6.72
22267,5,11134,1,5.19
22268,16,11135,1,5.15
22269,13,11135,2,6.64
22270,2,11135,2,4.79
22271,5,11136,1,5.19
22272,18,11137,1,6.73
22273,9,11137,1,4.52
22274,3,11137,1,5.42
22275,3,11138,2,5.42
22276,14,11138,1,5.75
22277,10,11138,1,5.1
22278,12,11139,1,6.4
22279,4,11140,2,6.15
22280,19,11141,2,5.24
22281,13,11141,2,6.64
22282,11,11141,1,5.77
22283,16,11142,2,5.15
22284,18,11142,2,6.73
22285,19,11142,2,5.24
22286,9,11143,1,4.52
22287,18,11144,1,6.73
22288,17,11145,1,6.13
22289,19,11145,1,5.24
22290,19,11146,1,5.24
22291,2,11146,1,4.79
22292,14,11147,2,5.75
22293,10,11148,2,5.1
22294,6,11149,2,5.68
22295,20,11149,1,7.14
22296,17,11149,1,6.13
22297,7,11150,2,6.72
22298,3,11150,1,5.42
22299,7,11151,2,6.72
22300,1,11151,2,6.83
22301,13,11151,2,6.64
22302,20,11152,2,7.14
22303,18,11153,1,6.73
22304,15,11154,1,7.23
22305,1,11154,2,6.83
22306,20,11155,1,7.14
22307,6,11155,1,5.68
22308,7,11155,2,6.72
22309,5,11156,1,5.19
22310,2,11157,1,4.79
22311,9,11158,2,4.52
22312,15,11158,2,7.23
22313,8,11158,2,7.22
22314,7,11159,1,6.72
22315,15,11159,2,7.23
22316,8,11160,1,7.22
22317,10,11160,1,5.1
22318,2,11161,1,4.79
22319,7,11161,1,6.72
22320,1,11161,1,6.83
22321,9,11162,2,4.52
22322,8,11162,1,7.22
22323,4,11163,2,6.15
22324,15,11164,2,7.23
22325,4,11164,1,6.15
22326,12,11164,1,6.4
22327,8,11165,2,7.22
22328,20,11166,1,7.14
22329,8,11167,1,7.22
22330,5,11167,2,5.19
22331,9,11167,2,4.52
22332,7,11168,2,6.72
22333,16,11169,1,5.15
22334,20,11169,2,7.14
22335,10,11170,2,5.1
22336,18,11171,1,6.73
22337,15,11172,2,7.23
22338,16,11172,2,5.15
22339,19,11173,2,5.24
22340,7,11173,1,6.72
22341,10,11174,1,5.1
22342,17,11174,2,6.13
22343,4,11174,2,6.15
22344,18,11175,2,6.73
22345,5,11175,1,5.19
22346,16,11175,1,5.15
22347,18,11176,2,6.73
22348,7,11177,1,6.72
22349,2,11177,2,4.79
22350,12,11178,2,6.4
22351,19,11178,2,5.24
22352,19,11179,1,5.24
22353,8,11180,1,7.22
22354,10,11181,1,5.1
22355,20,11181,2,7.14
22356,2,11181,2,4.79
22357,11,11182,2,5.77
22358,10,11183,2,5.1
22359,3,11183,1,5.42
22360,7,11184,1,6.72
22361,20,11185,1,7.14
22362,12,11185,2,6.4
22363,17,11186,1,6.13
22364,15,11186,1,7.23
22365,2,11186,1,4.79
22366,19,11187,2,5.24
22367,17,11187,2,6.13
22368,15,11188,2,7.23
22369,14,11189,1,5.75
22370,12,11190,2,6.4
22371,7,11191,2,6.72
22372,13,11191,2,6.64
22373,10,11192,1,5.1
22374,13,11192,2,6.64
22375,1,11193,2,6.83
22376,14,11193,2,5.75
22377,5,11194,2,5.19
22378,3,11194,1,5.42
22379,1,11195,2,6.83
22380,5,11195,2,5.19
22381,15,11195,2,7.23
22382,18,11196,1,6.73
22383,17,11196,1,6.13
22384,1,11197,2,6.83
22385,13,11197,1,6.64
22386,10,11197,2,5.1
22387,14,11198,2,5.75
22388,7,11198,2,6.72
22389,9,11199,2,4.52
22390,16,11200,2,5.15
22391,1,11200,2,6.83
22392,11,11200,2,5.77
22393,8,11201,2,7.22
22394,3,11202,1,5.42
22395,8,11203,2,7.22
22396,5,11203,1,5.19
22397,20,11204,2,7.14
22398,16,11205,1,5.15
22399,2,11206,1,4.79
22400,4,11206,1,6.15
22401,20,11206,1,7.14
22402,19,11207,1,5.24
22403,8,11207,1,7.22
22404,9,11208,2,4.52
22405,10,11208,1,5.1
22406,20,11208,1,7.14
22407,2,11209,1,4.79
22408,13,11209,2,6.64
22409,1,11209,1,6.83
22410,18,11210,1,6.73
22411,19,11210,2,5.24
22412,9,11211,2,4.52
22413,20,11211,1,7.14
22414,6,11212,2,5.68
22415,12,11212,2,6.4
22416,13,11212,1,6.64
22417,2,11213,1,4.79
22418,13,11213,1,6.64
22419,4,11213,1,6.15
22420,4,11214,2,6.15
22421,15,11215,2,7.23
22422,8,11215,2,7.22
22423,10,11216,1,5.1
22424,11,11216,1,5.77
22425,17,11216,2,6.13
22426,9,11217,1,4.52
22427,18,11217,1,6.73
22428,15,11218,2,7.23
22429,7,11219,1,6.72
22430,6,11220,2,5.68
22431,17,11220,2,6.13
22432,13,11220,1,6.64
22433,17,11221,1,6.13
22434,14,11221,1,5.75
22435,13,11221,1,6.64
22436,8,11222,2,7.22
22437,9,11222,2,4.52
22438,6,11223,1,5.68
22439,11,11223,2,5.77
22440,12,11224,2,6.4
22441,10,11224,2,5.1
22442,4,11224,1,6.15
22443,6,11225,1,5.68
22444,18,11226,1,6.73
22445,20,11227,2,7.14
22446,10,11227,2,5.1
22447,15,11228,1,7.23
22448,4,11228,2,6.15
22449,20,11229,1,7.14
22450,4,11230,1,6.15
22451,9,11230,1,4.52
22452,2,11230,1,4.79
22453,6,11231,2,5.68
22454,9,11231,2,4.52
22455,20,11232,2,7.14
22456,19,11232,2,5.24
22457,17,11233,1,6.13
22458,18,11233,1,6.73
22459,8,11233,2,7.22
22460,6,11234,2,5.68
22461,13,11234,2,6.64
22462,11,11235,2,5.77
22463,3,11235,2,5.42
22464,15,11236,1,7.23
22465,3,11237,1,5.42
22466,16,11237,2,5.15
22467,15,11237,1,7.23
22468,10,11238,1,5.1
22469,2,11238,1,4.79
22470,2,11239,2,4.79
22471,7,11239,1,6.72
22472,16,11240,1,5.15
22473,3,11240,1,5.42
22474,13,11241,1,6.64
22475,3,11241,1,5.42
22476,6,11241,1,5.68
22477,20,11242,1,7.14
22478,16,11243,2,5.15
22479,12,11243,1,6.4
22480,8,11244,1,7.22
22481,2,11244,1,4.79
22482,5,11245,2,5.19
22483,16,11245,2,5.15
22484,8,11246,1,7.22
22485,2,11247,1,4.79
22486,19,11248,1,5.24
22487,11,11248,2,5.77
22488,2,11249,2,4.79
22489,16,11249,2,5.15
22490,17,11249,1,6.13
22491,18,11250,1,6.73
22492,2,11250,2,4.79
22493,20,11251,2,7.14
22494,8,11251,2,7.22
22495,17,11252,1,6.13
22496,11,11253,1,5.77
22497,20,11253,1,7.14
22498,5,11254,1,5.19
22499,19,11254,1,5.24
22500,20,11255,1,7.14
22501,15,11256,1,7.23
22502,20,11256,1,7.14
22503,18,11257,1,6.73
22504,14,11257,2,5.75
22505,14,11258,2,5.75
22506,2,11258,1,4.79
22507,6,11259,1,5.68
22508,8,11259,1,7.22
22509,9,11259,1,4.52
22510,3,11260,1,5.42
22511,7,11261,2,6.72
22512,13,11261,2,6.64
22513,3,11261,2,5.42
22514,10,11262,2,5.1
22515,20,11262,2,7.14
22516,13,11262,2,6.64
22517,11,11263,2,5.77
22518,20,11263,1,7.14
22519,18,11263,1,6.73
22520,19,11264,2,5.24
22521,2,11264,2,4.79
22522,11,11265,2,5.77
22523,10,11266,1,5.1
22524,20,11266,2,7.14
22525,19,11266,2,5.24
22526,15,11267,2,7.23
22527,15,11268,2,7.23
22528,2,11269,1,4.79
22529,5,11269,1,5.19
22530,20,11269,1,7.14
22531,9,11270,1,4.52
22532,3,11270,2,5.42
22533,9,11271,2,4.52
22534,11,11271,1,5.77
22535,5,11272,1,5.19
22536,4,11272,2,6.15
22537,20,11272,2,7.14
22538,12,11273,2,6.4
22539,15,11274,2,7.23
22540,17,11274,2,6.13
22541,12,11274,1,6.4
22542,15,11275,1,7.23
22543,16,11276,1,5.15
22544,18,11276,1,6.73
22545,17,11276,1,6.13
22546,9,11277,1,4.52
22547,4,11277,1,6.15
22548,16,11277,2,5.15
22549,13,11278,2,6.64
22550,7,11279,2,6.72
22551,5,11280,2,5.19
22552,10,11280,1,5.1
22553,14,11281,2,5.75
22554,12,11281,2,6.4
22555,5,11282,2,5.19
22556,4,11283,2,6.15
22557,10,11283,1,5.1
22558,12,11284,1,6.4
22559,9,11284,2,4.52
22560,9,11285,2,4.52
22561,20,11285,2,7.14
22562,19,11286,1,5.24
22563,18,11286,2,6.73
22564,9,11287,1,4.52
22565,17,11288,2,6.13
22566,14,11289,2,5.75
22567,8,11289,2,7.22
22568,8,11290,2,7.22
22569,5,11290,2,5.19
22570,19,11290,2,5.24
22571,14,11291,1,5.75
22572,2,11292,1,4.79
22573,13,11293,2,6.64
22574,13,11294,2,6.64
22575,11,11294,1,5.77
22576,12,11294,1,6.4
22577,6,11295,2,5.68
22578,1,11295,1,6.83
22579,13,11296,1,6.64
22580,19,11297,2,5.24
22581,3,11298,2,5.42
22582,6,11298,1,5.68
22583,7,11298,1,6.72
22584,16,11299,2,5.15
22585,11,11300,2,5.77
22586,15,11300,2,7.23
22587,19,11301,2,5.24
22588,14,11301,2,5.75
22589,20,11301,2,7.14
22590,10,11302,2,5.1
22591,11,11302,2,5.77
22592,1,11302,2,6.83
22593,19,11303,1,5.24
22594,10,11304,2,5.1
22595,11,11304,1,5.77
22596,1,11304,1,6.83
22597,3,11305,1,5.42
22598,17,11305,1,6.13
22599,13,11305,2,6.64
22600,19,11306,1,5.24
22601,19,11307,2,5.24
22602,14,11307,1,5.75
22603,2,11307,1,4.79
22604,2,11308,2,4.79
22605,18,11308,1,6.73
22606,11,11308,2,5.77
22607,2,11309,2,4.79
22608,18,11309,2,6.73
22609,15,11309,1,7.23
22610,20,11310,1,7.14
22611,10,11311,1,5.1
22612,2,11311,2,4.79
22613,8,11311,1,7.22
22614,20,11312,1,7.14
22615,18,11313,2,6.73
22616,9,11314,1,4.52
22617,3,11314,2,5.42
22618,2,11315,1,4.79
22619,10,11315,2,5.1
22620,19,11316,1,5.24
22621,19,11317,2,5.24
22622,17,11318,1,6.13
22623,6,11318,1,5.68
22624,4,11318,2,6.15
22625,5,11319,1,5.19
22626,17,11319,2,6.13
22627,20,11319,1,7.14
22628,4,11320,2,6.15
22629,11,11320,2,5.77
22630,6,11320,1,5.68
22631,14,11321,1,5.75
22632,17,11321,2,6.13
22633,20,11322,2,7.14
22634,18,11323,2,6.73
22635,1,11324,1,6.83
22636,5,11324,1,5.19
22637,5,11325,1,5.19
22638,5,11326,2,5.19
22639,11,11326,2,5.77
22640,19,11327,1,5.24
22641,20,11327,1,7.14
22642,2,11328,2,4.79
22643,10,11329,2,5.1
22644,17,11329,1,6.13
22645,14,11330,1,5.75
22646,19,11330,2,5.24
22647,12,11330,2,6.4
22648,9,11331,1,4.52
22649,5,11332,1,5.19
22650,10,11332,1,5.1
22651,19,11333,1,5.24
22652,16,11333,1,5.15
22653,2,11334,1,4.79
22654,15,11334,2,7.23
22655,17,11334,2,6.13
22656,2,11335,1,4.79
22657,12,11336,1,6.4
22658,1,11336,1,6.83
22659,7,11337,1,6.72
22660,5,11338,1,5.19
22661,7,11338,2,6.72
22662,1,11338,1,6.83
22663,7,11339,2,6.72
22664,11,11339,2,5.77
22665,14,11339,1,5.75
22666,1,11340,1,6.83
22667,10,11340,2,5.1
22668,5,11341,1,5.19
22669,2,11341,2,4.79
22670,11,11341,2,5.77
22671,20,11342,1,7.14
22672,7,11342,2,6.72
22673,6,11342,2,5.68
22674,12,11343,2,6.4
22675,11,11344,1,5.77
22676,9,11345,1,4.52
22677,19,11346,2,5.24
22678,9,11347,2,4.52
22679,3,11348,1,5.42
22680,9,11348,1,4.52
22681,14,11349,1,5.75
22682,9,11349,2,4.52
22683,1,11349,2,6.83
22684,3,11350,2,5.42
22685,16,11350,1,5.15
22686,10,11351,1,5.1
22687,7,11351,2,6.72
22688,19,11352,1,5.24
22689,3,11352,1,5.42
22690,13,11352,1,6.64
22691,2,11353,2,4.79
22692,10,11353,1,5.1
22693,11,11353,1,5.77
22694,10,11354,2,5.1
22695,17,11354,2,6.13
22696,11,11354,2,5.77
22697,4,11355,2,6.15
22698,16,11355,1,5.15
22699,6,11356,2,5.68
22700,7,11356,2,6.72
22701,20,11357,1,7.14
22702,13,11357,2,6.64
22703,3,11357,2,5.42
22704,15,11358,1,7.23
22705,18,11359,2,6.73
22706,10,11359,2,5.1
22707,14,11359,2,5.75
22708,10,11360,1,5.1
22709,19,11360,1,5.24
22710,5,11360,2,5.19
22711,17,11361,2,6.13
22712,15,11362,2,7.23
22713,6,11363,1,5.68
22714,19,11363,2,5.24
22715,14,11363,2,5.75
22716,3,11364,1,5.42
22717,12,11365,1,6.4
22718,3,11366,2,5.42
22719,2,11366,2,4.79
22720,20,11367,1,7.14
22721,9,11367,2,4.52
22722,13,11367,1,6.64
22723,14,11368,1,5.75
22724,10,11368,2,5.1
22725,11,11369,1,5.77
22726,7,11369,1,6.72
22727,7,11370,2,6.72
22728,17,11371,1,6.13
22729,1,11371,2,6.83
22730,20,11372,2,7.14
22731,10,11372,2,5.1
22732,7,11373,1,6.72
22733,20,11373,2,7.14
22734,1,11373,2,6.83
22735,3,11374,2,5.42
22736,2,11374,2,4.79
22737,18,11375,2,6.73
22738,11,11376,1,5.77
22739,20,11376,1,7.14
22740,9,11376,1,4.52
22741,11,11377,2,5.77
22742,17,11378,1,6.13
22743,6,11378,1,5.68
22744,1,11378,1,6.83
22745,10,11379,2,5.1
22746,1,11380,1,6.83
22747,16,11380,1,5.15
22748,3,11380,2,5.42
22749,7,11381,1,6.72
22750,7,11382,1,6.72
22751,2,11383,1,4.79
22752,11,11383,1,5.77
22753,16,11384,1,5.15
22754,3,11385,2,5.42
22755,15,11385,2,7.23
22756,19,11386,2,5.24
22757,13,11386,1,6.64
22758,12,11386,1,6.4
22759,14,11387,2,5.75
22760,20,11387,1,7.14
22761,5,11388,2,5.19
22762,17,11388,1,6.13
22763,7,11388,1,6.72
22764,6,11389,1,5.68
22765,10,11389,2,5.1
22766,18,11390,1,6.73
22767,7,11390,1,6.72
22768,13,11391,1,6.64
22769,6,11391,2,5.68
22770,7,11392,2,6.72
22771,9,11392,2,4.52
22772,8,11393,1,7.22
22773,7,11393,2,6.72
22774,9,11393,1,4.52
22775,9,11394,2,4.52
22776,12,11394,1,6.4
22777,6,11395,2,5.68
22778,17,11395,2,6.13
22779,9,11395,2,4.52
22780,13,11396,2,6.64
22781,8,11396,1,7.22
22782,1,11396,1,6.83
22783,18,11397,2,6.73
22784,9,11397,1,4.52
22785,7,11397,2,6.72
22786,18,11398,2,6.73
22787,10,11398,1,5.1
22788,8,11399,2,7.22
22789,11,11399,1,5.77
22790,12,11400,2,6.4
22791,17,11400,2,6.13
22792,6,11400,1,5.68
22793,15,11401,1,7.23
22794,3,11402,1,5.42
22795,20,11403,1,7.14
22796,14,11403,1,5.75
22797,19,11403,1,5.24
22798,11,11404,2,5.77
22799,3,11405,2,5.42
22800,4,11405,1,6.15
22801,13,11405,1,6.64
22802,19,11406,2,5.24
22803,10,11406,2,5.1
22804,5,11406,2,5.19
22805,2,11407,1,4.79
22806,14,11407,2,5.75
22807,8,11407,1,7.22
22808,3,11408,1,5.42
22809,9,11408,1,4.52
22810,14,11409,1,5.75
22811,10,11410,1,5.1
22812,20,11410,1,7.14
22813,16,11410,1,5.15
22814,20,11411,2,7.14
22815,13,11412,2,6.64
22816,5,11412,2,5.19
22817,3,11413,1,5.42
22818,10,11414,1,5.1
22819,17,11415,2,6.13
22820,10,11415,1,5.1
22821,12,11416,2,6.4
22822,16,11416,1,5.15
22823,15,11416,1,7.23
22824,1,11417,2,6.83
22825,18,11418,1,6.73
22826,6,11418,2,5.68
22827,14,11418,2,5.75
22828,11,11419,1,5.77
22829,6,11419,2,5.68
22830,4,11419,2,6.15
22831,9,11420,1,4.52
22832,5,11420,2,5.19
22833,4,11421,2,6.15
22834,8,11422,2,7.22
22835,18,11422,2,6.73
22836,5,11422,2,5.19
22837,15,11423,1,7.23
22838,5,11423,1,5.19
22839,10,11424,1,5.1
22840,20,11424,1,7.14
22841,15,11424,1,7.23
22842,13,11425,1,6.64
22843,6,11426,1,5.68
22844,10,11426,1,5.1
22845,13,11426,1,6.64
22846,15,11427,1,7.23
22847,5,11428,1,5.19
22848,12,11428,1,6.4
22849,12,11429,1,6.4
22850,3,11429,1,5.42
22851,8,11429,2,7.22
22852,16,11430,2,5.15
22853,20,11430,2,7.14
22854,6,11430,2,5.68
22855,11,11431,1,5.77
22856,4,11431,1,6.15
22857,20,11432,2,7.14
22858,9,11432,2,4.52
22859,16,11433,1,5.15
22860,1,11434,1,6.83
22861,10,11434,2,5.1
22862,9,11434,2,4.52
22863,5,11435,1,5.19
22864,5,11436,2,5.19
22865,17,11437,1,6.13
22866,3,11437,1,5.42
22867,19,11437,1,5.24
22868,9,11438,1,4.52
22869,15,11438,2,7.23
22870,13,11438,2,6.64
22871,10,11439,2,5.1
22872,14,11439,2,5.75
22873,3,11440,1,5.42
22874,17,11440,1,6.13
22875,2,11441,1,4.79
22876,8,11442,1,7.22
22877,7,11442,1,6.72
22878,10,11443,2,5.1
22879,12,11444,2,6.4
22880,13,11444,1,6.64
22881,12,11445,2,6.4
22882,13,11445,1,6.64
22883,9,11446,1,4.52
22884,10,11446,1,5.1
22885,6,11447,1,5.68
22886,13,11447,1,6.64
22887,8,11447,1,7.22
22888,5,11448,1,5.19
22889,6,11449,1,5.68
22890,10,11450,1,5.1
22891,7,11451,2,6.72
22892,13,11451,1,6.64
22893,5,11452,1,5.19
22894,16,11453,2,5.15
22895,18,11453,2,6.73
22896,15,11454,2,7.23
22897,7,11454,2,6.72
22898,11,11455,2,5.77
22899,3,11455,1,5.42
22900,9,11455,1,4.52
22901,4,11456,2,6.15
22902,17,11456,1,6.13
22903,17,11457,2,6.13
22904,19,11457,1,5.24
22905,16,11457,1,5.15
22906,6,11458,2,5.68
22907,8,11458,1,7.22
22908,19,11458,1,5.24
22909,7,11459,2,6.72
22910,14,11460,2,5.75
22911,8,11460,1,7.22
22912,6,11461,1,5.68
22913,8,11461,1,7.22
22914,9,11461,2,4.52
22915,6,11462,2,5.68
22916,8,11462,2,7.22
22917,20,11462,2,7.14
22918,8,11463,1,7.22
22919,14,11463,1,5.75
22920,1,11463,1,6.83
22921,13,11464,2,6.64
22922,20,11464,1,7.14
22923,6,11465,2,5.68
22924,19,11465,2,5.24
22925,1,11465,2,6.83
22926,5,11466,2,5.19
22927,15,11467,2,7.23
22928,9,11467,2,4.52
22929,12,11467,2,6.4
22930,11,11468,1,5.77
22931,7,11468,1,6.72
22932,19,11469,2,5.24
22933,14,11469,2,5.75
22934,2,11469,1,4.79
22935,6,11470,1,5.68
22936,2,11470,1,4.79
22937,5,11471,1,5.19
22938,19,11471,2,5.24
22939,5,11472,1,5.19
22940,4,11472,2,6.15
22941,10,11473,1,5.1
22942,6,11474,1,5.68
22943,12,11475,2,6.4
22944,6,11475,1,5.68
22945,10,11476,1,5.1
22946,14,11477,2,5.75
22947,2,11478,2,4.79
22948,18,11478,2,6.73
22949,6,11479,1,5.68
22950,18,11479,2,6.73
22951,9,11479,1,4.52
22952,5,11480,2,5.19
22953,14,11480,1,5.75
22954,12,11480,1,6.4
22955,11,11481,2,5.77
22956,17,11481,2,6.13
22957,7,11481,2,6.72
22958,8,11482,2,7.22
22959,9,11482,2,4.52
22960,5,11483,1,5.19
22961,4,11484,1,6.15
22962,18,11484,2,6.73
22963,16,11484,2,5.15
22964,13,11485,2,6.64
22965,17,11485,2,6.13
22966,13,11486,1,6.64
22967,15,11487,1,7.23
22968,14,11488,1,5.75
22969,11,11489,2,5.77
22970,4,11489,2,6.15
22971,10,11489,1,5.1
22972,3,11490,1,5.42
22973,10,11491,2,5.1
22974,5,11491,2,5.19
22975,17,11491,2,6.13
22976,11,11492,1,5.77
22977,17,11492,2,6.13
22978,12,11492,2,6.4
22979,12,11493,1,6.4
22980,7,11494,1,6.72
22981,19,11494,2,5.24
22982,18,11494,1,6.73
22983,1,11495,2,6.83
22984,13,11495,1,6.64
22985,10,11495,2,5.1
22986,14,11496,2,5.75
22987,6,11496,2,5.68
22988,6,11497,2,5.68
22989,9,11497,1,4.52
22990,17,11497,2,6.13
22991,8,11498,2,7.22
22992,12,11498,1,6.4
22993,19,11499,2,5.24
22994,6,11499,1,5.68
22995,17,11500,2,6.13
22996,2,11500,2,4.79
22997,18,11501,2,6.73
22998,2,11501,1,4.79
22999,14,11502,1,5.75
23000,15,11502,1,7.23
23001,18,11502,2,6.73
23002,17,11503,1,6.13
23003,19,11504,1,5.24
23004,6,11504,1,5.68
23005,6,11505,1,5.68
23006,5,11505,1,5.19
23007,8,11506,2,7.22
23008,11,11506,2,5.77
23009,4,11506,2,6.15
23010,7,11507,2,6.72
23011,12,11508,2,6.4
23012,15,11508,2,7.23
23013,2,11508,2,4.79
23014,5,11509,2,5.19
23015,20,11510,1,7.14
23016,10,11510,1,5.1
23017,19,11511,2,5.24
23018,11,11511,1,5.77
23019,17,11512,1,6.13
23020,20,11512,1,7.14
23021,20,11513,2,7.14
23022,10,11514,2,5.1
23023,13,11514,2,6.64
23024,16,11514,1,5.15
23025,8,11515,1,7.22
23026,20,11515,1,7.14
23027,18,11515,1,6.73
23028,19,11516,2,5.24
23029,7,11516,2,6.72
23030,2,11517,1,4.79
23031,5,11517,2,5.19
23032,1,11517,1,6.83
23033,1,11518,1,6.83
23034,14,11518,2,5.75
23035,12,11519,2,6.4
23036,13,11519,1,6.64
23037,11,11519,1,5.77
23038,20,11520,1,7.14
23039,4,11520,2,6.15
23040,10,11521,2,5.1
23041,7,11521,2,6.72
23042,15,11521,1,7.23
23043,4,11522,2,6.15
23044,11,11522,2,5.77
23045,14,11523,2,5.75
23046,20,11523,2,7.14
23047,9,11524,1,4.52
23048,20,11525,1,7.14
23049,6,11525,2,5.68
23050,10,11526,1,5.1
23051,17,11527,2,6.13
23052,15,11528,1,7.23
23053,4,11529,1,6.15
23054,6,11530,2,5.68
23055,12,11531,1,6.4
23056,17,11531,2,6.13
23057,6,11531,2,5.68
23058,2,11532,1,4.79
23059,1,11532,2,6.83
23060,1,11533,1,6.83
23061,7,11534,1,6.72
23062,13,11535,1,6.64
23063,17,11535,1,6.13
23064,16,11536,1,5.15
23065,3,11537,1,5.42
23066,15,11538,2,7.23
23067,3,11538,2,5.42
23068,12,11539,2,6.4
23069,2,11539,1,4.79
23070,7,11539,1,6.72
23071,3,11540,2,5.42
23072,19,11541,1,5.24
23073,2,11541,1,4.79
23074,20,11541,1,7.14
23075,11,11542,1,5.77
23076,18,11542,1,6.73
23077,5,11543,2,5.19
23078,17,11544,1,6.13
23079,7,11545,1,6.72
23080,2,11546,1,4.79
23081,13,11547,1,6.64
23082,4,11547,1,6.15
23083,5,11547,1,5.19
23084,6,11548,1,5.68
23085,10,11548,1,5.1
23086,19,11549,2,5.24
23087,5,11549,1,5.19
23088,17,11550,2,6.13
23089,5,11550,2,5.19
23090,6,11551,1,5.68
23091,13,11552,2,6.64
23092,6,11552,2,5.68
23093,5,11552,2,5.19
23094,14,11553,1,5.75
23095,11,11553,2,5.77
23096,1,11553,1,6.83
23097,5,11554,1,5.19
23098,10,11555,2,5.1
23099,14,11556,1,5.75
23100,12,11557,2,6.4
23101,1,11557,2,6.83
23102,1,11558,2,6.83
23103,8,11558,1,7.22
23104,17,11558,2,6.13
23105,17,11559,1,6.13
23106,9,11559,2,4.52
23107,13,11560,2,6.64
23108,20,11561,2,7.14
23109,4,11561,1,6.15
23110,14,11562,1,5.75
23111,17,11562,2,6.13
23112,8,11563,1,7.22
23113,15,11564,2,7.23
23114,18,11564,1,6.73
23115,12,11564,1,6.4
23116,4,11565,1,6.15
23117,2,11565,2,4.79
23118,12,11565,2,6.4
23119,19,11566,2,5.24
23120,12,11566,2,6.4
23121,20,11567,2,7.14
23122,10,11568,2,5.1
23123,9,11568,1,4.52
23124,12,11568,2,6.4
23125,13,11569,2,6.64
23126,13,11570,1,6.64
23127,3,11570,1,5.42
23128,6,11570,1,5.68
23129,5,11571,1,5.19
23130,13,11572,2,6.64
23131,8,11573,1,7.22
23132,17,11573,1,6.13
23133,3,11573,2,5.42
23134,15,11574,2,7.23
23135,11,11575,2,5.77
23136,19,11576,2,5.24
23137,14,11576,1,5.75
23138,10,11576,1,5.1
23139,2,11577,2,4.79
23140,7,11577,1,6.72
23141,3,11578,1,5.42
23142,13,11578,2,6.64
23143,2,11578,2,4.79
23144,20,11579,1,7.14
23145,19,11579,2,5.24
23146,8,11579,1,7.22
23147,3,11580,2,5.42
23148,2,11580,1,4.79
23149,3,11581,1,5.42
23150,18,11581,1,6.73
23151,15,11581,2,7.23
23152,11,11582,1,5.77
23153,5,11583,1,5.19
23154,2,11583,1,4.79
23155,9,11583,1,4.52
23156,14,11584,2,5.75
23157,10,11585,1,5.1
23158,7,11585,1,6.72
23159,16,11586,2,5.15
23160,14,11586,2,5.75
23161,1,11586,2,6.83
23162,15,11587,2,7.23
23163,12,11588,2,6.4
23164,8,11588,1,7.22
23165,19,11589,2,5.24
23166,2,11589,1,4.79
23167,12,11590,2,6.4
23168,11,11590,1,5.77
23169,5,11591,2,5.19
23170,13,11591,1,6.64
23171,14,11592,1,5.75
23172,7,11592,1,6.72
23173,18,11592,1,6.73
23174,17,11593,2,6.13
23175,3,11594,2,5.42
23176,9,11594,1,4.52
23177,16,11594,1,5.15
23178,15,11595,2,7.23
23179,3,11596,2,5.42
23180,18,11596,1,6.73
23181,9,11597,2,4.52
23182,20,11597,1,7.14
23183,10,11598,1,5.1
23184,1,11598,2,6.83
23185,20,11598,1,7.14
23186,12,11599,2,6.4
23187,20,11599,1,7.14
23188,11,11599,2,5.77
23189,14,11600,2,5.75
23190,12,11600,2,6.4
23191,18,11600,2,6.73
23192,17,11601,1,6.13
23193,19,11601,1,5.24
23194,6,11601,1,5.68
23195,2,11602,2,4.79
23196,11,11603,1,5.77
23197,1,11603,2,6.83
23198,8,11603,2,7.22
23199,13,11604,1,6.64
23200,9,11604,2,4.52
23201,16,11605,2,5.15
23202,17,11605,1,6.13
23203,9,11605,1,4.52
23204,10,11606,1,5.1
23205,12,11606,2,6.4
23206,2,11606,2,4.79
23207,20,11607,1,7.14
23208,13,11607,1,6.64
23209,2,11607,2,4.79
23210,20,11608,2,7.14
23211,18,11609,2,6.73
23212,12,11609,2,6.4
23213,4,11609,1,6.15
23214,6,11610,1,5.68
23215,8,11611,2,7.22
23216,19,11612,1,5.24
23217,18,11613,1,6.73
23218,13,11613,1,6.64
23219,3,11613,2,5.42
23220,19,11614,2,5.24
23221,12,11614,2,6.4
23222,10,11615,2,5.1
23223,7,11615,1,6.72
23224,15,11616,1,7.23
23225,10,11616,1,5.1
23226,7,11617,1,6.72
23227,1,11617,2,6.83
23228,7,11618,1,6.72
23229,5,11618,1,5.19
23230,1,11619,2,6.83
23231,8,11619,2,7.22
23232,12,11619,2,6.4
23233,16,11620,2,5.15
23234,12,11621,2,6.4
23235,20,11621,2,7.14
23236,15,11621,2,7.23
